,DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live)
,Realized Variance (5-minute),Realized Kernel,Return,Realized Variance (5-minute using 1-minute subsamples),Realized Variance (10-minute),Realized Variance (10-minute using 1-minute subsamples),Bipower Variation (5-minute) ,Bipower Variation (5-minute using 1-minute subsamples) ,Median Truncated Realized Variance,Realized Semivariance (5-minute),Realized Semivariance (5-minute using 1-minute subsamples),Number of Transactions,Time span betwen first and last observation (seconds),Close-to-Open Return,Opening Time (Local in Seconds),High-Low Range,High-Open Range,Opening Price,Closing Price
DateID,DJI2.rv,DJI2.rk,DJI2.r,DJI2.rv5ss,DJI2.rv10,DJI2.rv10ss,DJI2.bv5,DJI2.bv5ss,DJI2.medrv,DJI2.rs,DJI2.rs5ss,DJI2.nobs,DJI2.timespan,DJI2.rcto,DJI2.open,DJI2.highlow,DJI2.highopen,DJI2.openprice,DJI2.closeprice
20131021,1.25E-05,1.20E-05,-0.000755415,1.09E-05,1.17E-05,1.01E-05,1.23E-05,9.90E-06,1.09E-05,7.16E-06,6.27E-06,11690,23399.957,,34201.157,0.00308844,0.00057511,15401.32,15389.69
20131022,3.08E-05,2.87E-05,0.004798715,2.54E-05,3.01E-05,2.70E-05,1.73E-05,2.12E-05,2.38E-05,8.94E-06,1.02E-05,11700,23398.485,,34201.134,-0.00801497,0.00801497,15394.22,15468.27
20131023,3.88E-05,4.10E-05,-0.003347911,3.38E-05,2.93E-05,3.22E-05,3.31E-05,3.39E-05,3.26E-05,2.28E-05,1.87E-05,11681,23399.994,,34201.215,0.006452441,2.07E-05,15465.34,15413.65
20131024,2.11E-05,2.12E-05,0.005922794,1.71E-05,1.98E-05,1.28E-05,1.08E-05,1.41E-05,1.90E-05,4.68E-06,6.41E-06,11690,23398.552,,34201.121,-0.007400796,0.007352789,15414.87,15506.44
20131025,8.43E-06,1.34E-05,0.002982589,1.12E-05,9.54E-06,9.78E-06,7.69E-06,9.89E-06,1.30E-05,3.53E-06,4.51E-06,11701,23399.938,,34201.174,-0.003675963,0.002982589,15523.72,15570.09
20131028,1.25E-05,1.11E-05,0.000189459,1.05E-05,1.16E-05,9.45E-06,1.01E-05,1.01E-05,9.97E-06,7.34E-06,5.22E-06,11700,23398.551,,34201.116,-0.004214885,0.001918618,15569.19,15572.14
20131029,1.82E-05,1.40E-05,0.006947205,1.16E-05,1.75E-05,9.66E-06,1.15E-05,8.75E-06,1.21E-05,3.60E-06,3.58E-06,11700,23398.481,,34201.147,-0.007057526,0.007057526,15572.21,15680.77
20131030,4.49E-05,4.58E-05,-0.003923318,4.08E-05,2.40E-05,3.75E-05,3.33E-05,3.38E-05,3.96E-05,2.91E-05,2.79E-05,11692,23398.484,,34201.154,0.009361153,0.002564191,15680.74,15619.34
20131031,3.22E-05,2.80E-05,-0.00420218,2.65E-05,3.28E-05,2.74E-05,2.75E-05,2.56E-05,2.76E-05,2.08E-05,1.58E-05,11700,23398.592,,34201.126,-0.006870659,0.002042737,15619.92,15554.42
20131101,3.60E-05,3.22E-05,0.003687752,2.76E-05,4.57E-05,2.64E-05,3.12E-05,2.59E-05,2.52E-05,1.46E-05,1.37E-05,11700,23398.486,,34201.114,0.006806117,0.005856959,15558.01,15615.49
20131104,1.62E-05,1.69E-05,0.001200212,1.09E-05,1.79E-05,1.05E-05,9.91E-06,9.00E-06,1.26E-05,6.47E-06,5.99E-06,11700,23399.97,,34201.157,0.004507266,0.002410479,15621.2,15639.96
20131105,3.37E-05,3.20E-05,-0.000933184,1.77E-05,3.34E-05,1.55E-05,1.23E-05,1.17E-05,1.47E-05,2.62E-05,9.39E-06,11701,23399.954,,34201.202,-0.008321708,0.00132148,15631.22,15616.64
20131106,2.25E-05,2.00E-05,0.00737704,1.71E-05,2.55E-05,1.67E-05,1.71E-05,1.38E-05,1.39E-05,4.96E-06,6.31E-06,11700,23398.524,,34201.117,-0.007748531,0.007748531,15628.72,15744.44
20131107,3.21E-05,4.03E-05,-0.009709675,3.35E-05,3.65E-05,3.18E-05,2.60E-05,2.91E-05,3.28E-05,2.26E-05,2.49E-05,11700,23399.995,,34201.191,0.013468846,0.002939557,15751.31,15599.11
20131108,3.77E-05,3.01E-05,0.01079104,2.87E-05,3.51E-05,2.62E-05,3.38E-05,2.85E-05,2.44E-05,9.35E-06,8.15E-06,11700,23398.494,,34201.196,-0.011800936,0.011018796,15591.54,15760.7
20131111,9.89E-06,8.01E-06,0.001392495,7.12E-06,4.64E-06,6.18E-06,9.94E-06,6.45E-06,8.99E-06,4.44E-06,2.71E-06,11700,23398.524,,34201.121,-0.003440047,0.002039256,15759.28,15781.24
20131112,1.98E-05,1.98E-05,-0.001409716,1.85E-05,1.74E-05,1.97E-05,1.39E-05,1.50E-05,1.42E-05,1.14E-05,1.07E-05,11700,23398.521,,34201.131,0.005402266,0.001281738,15773.15,15750.93
20131113,3.14E-05,2.59E-05,0.005150157,1.88E-05,3.44E-05,1.97E-05,1.49E-05,1.33E-05,1.09E-05,1.94E-05,7.40E-06,11700,23398.523,,34201.142,-0.009587633,0.005289837,15739.5,15820.77
20131114,1.77E-05,1.56E-05,0.004443424,1.59E-05,1.99E-05,1.34E-05,1.76E-05,1.52E-05,1.76E-05,8.07E-06,6.27E-06,11690,23398.5,,34201.196,-0.005444448,0.004971105,15806.22,15876.61
20131115,5.90E-06,8.28E-06,0.005300813,5.86E-06,5.72E-06,4.95E-06,5.49E-06,5.40E-06,7.42E-06,1.79E-06,2.10E-06,11700,23398.503,,34201.172,-0.005387361,0.005370984,15876.16,15960.54
20131118,2.85E-05,2.20E-05,0.000772127,1.69E-05,2.49E-05,1.41E-05,1.22E-05,1.31E-05,1.29E-05,8.71E-06,9.24E-06,11700,23398.528,,34201.129,0.005511634,0.00422343,15962.72,15975.05
20131119,2.57E-05,2.54E-05,-0.000480895,2.27E-05,3.07E-05,2.24E-05,2.34E-05,2.10E-05,2.10E-05,1.31E-05,1.26E-05,11690,23399.987,,34201.198,0.005134259,0.003236887,15974.06,15966.38
20131120,3.33E-05,3.26E-05,-0.00430574,3.20E-05,2.66E-05,3.09E-05,3.45E-05,2.96E-05,2.66E-05,1.93E-05,1.95E-05,11685,23398.521,,34201.145,0.009502547,0.002854193,15971.2,15902.58
20131121,2.55E-05,1.91E-05,0.006390122,1.30E-05,1.37E-05,7.97E-06,1.92E-05,1.08E-05,1.05E-05,5.14E-06,3.74E-06,11692,23398.483,,34201.206,-0.006764192,0.006764192,15908.07,16010.05
20131122,1.01E-05,9.45E-06,0.003347565,9.12E-06,1.10E-05,8.56E-06,8.47E-06,8.00E-06,1.00E-05,4.25E-06,3.33E-06,11701,23399.964,,34201.202,-0.005773763,0.00374531,16008.71,16062.39
20131125,1.02E-05,9.31E-06,0.000343394,8.52E-06,9.46E-06,7.55E-06,1.01E-05,8.09E-06,9.12E-06,4.41E-06,4.48E-06,11700,23399.962,,34201.16,0.003368251,0.002333003,16072.09,16077.61
20131126,1.03E-05,1.08E-05,0.000215895,1.06E-05,1.22E-05,1.06E-05,6.23E-06,7.91E-06,7.06E-06,5.14E-06,6.25E-06,11701,23399.997,,34201.188,-0.003064196,0.003064196,16070.93,16074.4
20131127,7.49E-06,7.96E-06,0.001505085,7.84E-06,7.36E-06,7.60E-06,6.75E-06,7.23E-06,6.45E-06,3.33E-06,3.80E-06,11696,23399.958,,34201.189,0.003149356,0.002151557,16073.37,16097.58
20131128,,,,,,,,,,,,,,,,,,,
20131129,1.13E-05,9.81E-06,-0.001164901,1.31E-05,1.50E-05,1.20E-05,7.89E-06,1.11E-05,6.92E-06,6.90E-06,8.83E-06,6896,15941.342,,34201.146,0.006224777,0.004296829,16105.16,16086.41
20131202,1.52E-05,1.73E-05,-0.004944722,1.75E-05,1.61E-05,1.84E-05,1.42E-05,1.70E-05,1.41E-05,1.07E-05,1.17E-05,11695,23398.45,,34201.143,0.006967314,0.000676089,16087.12,16007.77
20131203,1.97E-05,2.33E-05,-0.006465832,1.09E-05,2.48E-05,9.83E-06,1.40E-05,9.84E-06,1.90E-05,1.63E-05,7.22E-06,5401,10800.025,,34201.166,0.00765699,0,16004.72,15901.57
20131204,4.98E-05,4.24E-05,-0.001279847,3.88E-05,5.31E-05,4.48E-05,3.91E-05,3.76E-05,3.02E-05,2.72E-05,1.85E-05,11700,23399.979,,34201.195,0.010649626,0.003128251,15910.51,15890.16
20131205,2.98E-05,2.88E-05,-0.004020282,2.40E-05,2.66E-05,2.37E-05,2.21E-05,2.22E-05,1.95E-05,1.72E-05,1.27E-05,11696,23398.487,,34201.126,0.005476656,0.000609766,15886.5,15822.76
20131206,8.69E-05,5.17E-05,0.012176638,3.42E-05,7.42E-05,2.32E-05,2.47E-05,1.60E-05,2.08E-05,6.33E-06,6.15E-06,11695,23399.983,,34201.201,-0.0123589,0.0123589,15825.55,16019.43
20131209,1.06E-05,1.03E-05,0.000553547,9.36E-06,7.26E-06,8.40E-06,9.42E-06,8.70E-06,7.63E-06,4.31E-06,4.27E-06,11696,23399.897,,34201.272,0.002636362,0.002425971,16019.49,16028.36
20131210,8.30E-06,1.33E-05,-0.002319195,9.26E-06,1.07E-05,7.92E-06,9.34E-06,9.79E-06,7.39E-06,5.02E-06,4.94E-06,5401,10800.086,,34201.119,0.003642522,0.000308238,16024.12,15987
20131211,3.27E-05,2.99E-05,-0.008090496,2.92E-05,2.76E-05,2.96E-05,3.01E-05,2.72E-05,2.08E-05,2.17E-05,2.11E-05,11693,23398.497,,34201.154,0.010653388,0.001656033,15970.75,15842.06
20131212,3.92E-05,3.06E-05,-0.006763192,3.16E-05,3.98E-05,3.46E-05,2.69E-05,2.75E-05,2.34E-05,2.83E-05,2.14E-05,11700,23398.485,,34201.198,0.008958851,1.83E-05,15844.82,15738.02
20131213,2.08E-05,2.27E-05,0.000597446,2.07E-05,2.32E-05,2.24E-05,2.14E-05,1.93E-05,1.61E-05,1.12E-05,1.17E-05,11697,23398.526,,34201.121,-0.004752677,0.002989368,15745.66,15755.07
20131216,8.82E-05,5.36E-05,0.007886533,4.63E-05,0.000116321,3.14E-05,4.03E-05,1.87E-05,2.02E-05,8.91E-06,7.09E-06,11700,23399.946,,34201.186,-0.01077388,0.01077388,15759.6,15884.38
20131217,1.70E-05,1.92E-05,-0.000597003,1.67E-05,1.49E-05,1.69E-05,1.26E-05,1.42E-05,1.52E-05,9.59E-06,9.50E-06,11700,23399.988,,34201.116,0.005133786,0.002131941,15884.06,15874.58
20131218,9.26E-05,0.000110718,0.018489473,0.000130147,0.000130149,0.000121189,9.32E-05,0.000104176,0.000115251,1.92E-05,2.17E-05,11666,23399.943,,34201.216,-0.022515801,0.018501221,15876.57,16172.85
20131219,1.38E-05,1.41E-05,0.000993164,1.26E-05,9.36E-06,9.74E-06,1.26E-05,1.22E-05,1.51E-05,6.21E-06,5.55E-06,11692,23398.486,,34201.149,-0.004528997,0.0019909,16162.51,16178.57
20131220,1.93E-05,1.55E-05,0.003785497,1.43E-05,2.08E-05,1.07E-05,1.01E-05,8.92E-06,1.17E-05,4.85E-06,4.90E-06,11698,23398.522,,34201.178,-0.00673129,0.00673129,16178.57,16239.93
20131223,2.36E-05,2.02E-05,0.004371872,9.93E-06,2.71E-05,8.31E-06,9.66E-06,6.83E-06,7.30E-06,3.04E-06,3.10E-06,11698,23399.933,,34201.222,-0.005706863,0.005706863,16225.25,16296.34
20131224,3.90E-06,3.79E-06,0.003788295,2.31E-06,4.46E-06,1.67E-06,1.24E-06,1.68E-06,3.84E-06,4.15E-07,4.60E-07,6867,15103.501,,34201.208,-0.003962511,0.003962511,16295.7,16357.55
20131225,,,,,,,,,,,,,,,,,,,
20131226,1.05E-05,8.94E-06,0.006640307,6.26E-06,9.16E-06,5.23E-06,5.20E-06,4.54E-06,5.87E-06,1.55E-06,1.84E-06,11700,23398.453,,34201.161,-0.006819902,0.006819902,16370.97,16480.04
20131227,1.07E-05,1.14E-05,-0.000475051,7.82E-06,9.87E-06,6.28E-06,8.90E-06,7.12E-06,5.37E-06,4.60E-06,4.10E-06,11689,23398.539,,34201.14,0.0041091,0.00258304,16486.37,16478.54
20131230,3.13E-06,4.69E-06,0.001175565,3.63E-06,2.95E-06,3.29E-06,3.23E-06,3.14E-06,4.13E-06,1.43E-06,1.86E-06,11701,23399.949,,34201.208,-0.001639137,0.001175565,16484.51,16503.9
20131231,9.35E-06,1.10E-05,0.003803836,9.81E-06,1.04E-05,1.05E-05,5.82E-06,7.32E-06,7.92E-06,2.13E-06,3.15E-06,11699,23398.55,,34201.122,-0.004638717,0.004584211,16512.38,16575.31
20140101,,,,,,,,,,,,,,,,,,,
20140102,3.81E-05,3.38E-05,-0.007802426,2.80E-05,5.29E-05,2.82E-05,3.19E-05,2.34E-05,1.95E-05,2.98E-05,2.00E-05,11700,23398.534,,34201.117,0.009492771,5.43E-05,16572.17,16443.37
20140103,1.91E-05,1.66E-05,0.000862488,1.82E-05,2.04E-05,1.71E-05,1.67E-05,1.42E-05,1.20E-05,9.33E-06,8.85E-06,11700,23398.495,,34201.121,-0.004820684,0.003751259,16456.89,16471.09
20140106,3.64E-05,4.12E-05,-0.003031778,3.30E-05,3.32E-05,3.12E-05,2.34E-05,2.45E-05,2.34E-05,1.86E-05,2.04E-05,11698,23398.486,,34201.187,0.007739915,0.00357197,16474.04,16424.17
20140107,2.49E-05,2.51E-05,0.006025385,1.46E-05,3.12E-05,1.40E-05,1.56E-05,1.13E-05,1.16E-05,4.50E-06,5.30E-06,11699,23399.919,,34201.191,-0.008080952,0.008080952,16429.02,16528.31
20140108,4.02E-05,3.39E-05,-0.004128878,3.28E-05,3.11E-05,3.09E-05,3.56E-05,2.74E-05,2.61E-05,2.73E-05,2.05E-05,11686,23398.477,,34201.201,0.006810654,7.38E-05,16527.66,16459.56
20140109,2.67E-05,2.72E-05,-0.001531703,2.47E-05,2.10E-05,2.48E-05,1.50E-05,1.87E-05,1.51E-05,1.44E-05,1.62E-05,11689,23398.521,,34201.125,0.00891935,0.003269415,16471.41,16446.2
20140110,1.97E-05,2.56E-05,-0.000991763,2.25E-05,2.33E-05,2.47E-05,1.59E-05,2.08E-05,1.68E-05,1.09E-05,1.44E-05,11691,23399.971,,34201.202,0.006610368,0.002066102,16453.62,16437.31
20140113,1.95E-05,2.45E-05,-0.01077278,2.11E-05,1.86E-05,2.16E-05,1.78E-05,2.05E-05,1.95E-05,1.44E-05,1.54E-05,11692,23398.508,,34201.156,0.013001453,0.001161548,16434.03,16257.94
20140114,2.27E-05,2.68E-05,0.006674886,1.93E-05,2.65E-05,1.75E-05,1.82E-05,1.54E-05,1.60E-05,5.84E-06,6.96E-06,11697,23399.971,,34201.243,-0.006751107,0.006679772,16261.99,16370.9
20140115,1.38E-05,9.87E-06,0.007465638,1.27E-05,1.74E-05,1.21E-05,9.00E-06,1.05E-05,7.83E-06,2.07E-06,2.30E-06,5395,10800.025,,34201.147,-0.007815852,0.007739527,16378.03,16500.76
20140116,1.93E-05,1.97E-05,-0.003551088,1.66E-05,2.39E-05,1.60E-05,1.65E-05,1.36E-05,1.43E-05,1.30E-05,9.36E-06,11699,23398.459,,34201.138,0.006217972,0,16477.7,16419.29
20140117,1.81E-05,2.37E-05,0.002544903,2.22E-05,1.55E-05,1.91E-05,1.58E-05,2.03E-05,1.88E-05,9.94E-06,1.12E-05,11698,23399.967,,34201.195,-0.007085251,0.005302827,16408.02,16449.83
20140120,,,,,,,,,,,,,,,,,,,
20140121,4.45E-05,4.43E-05,-0.002640904,4.47E-05,3.13E-05,4.67E-05,3.53E-05,3.58E-05,2.55E-05,2.63E-05,3.33E-05,11701,23399.983,,34201.186,0.012446543,0.003719243,16459.27,16415.86
20140122,1.43E-05,1.81E-05,-0.00275096,1.42E-05,1.69E-05,1.45E-05,1.12E-05,1.30E-05,1.14E-05,9.27E-06,8.09E-06,11700,23398.542,,34201.151,0.007351236,0.002008277,16420.48,16375.37
20140123,8.53E-05,8.49E-05,-0.010631078,3.79E-05,0.000106627,2.87E-05,4.00E-05,2.66E-05,3.87E-05,7.70E-05,2.90E-05,11695,23398.526,,34201.152,0.014294596,5.92E-05,16371.99,16198.86
20140124,9.58E-05,8.35E-05,-0.019734545,5.66E-05,9.21E-05,4.63E-05,4.97E-05,4.28E-05,5.63E-05,8.34E-05,4.45E-05,11700,23398.553,,34201.105,0.019747134,0,16203.29,15886.66
20140127,5.66E-05,6.79E-05,-0.002454037,5.63E-05,5.83E-05,5.31E-05,6.06E-05,5.84E-05,5.82E-05,2.71E-05,2.73E-05,11700,23398.481,,34201.143,-0.010037176,0.004004805,15879.05,15840.13
20140128,3.84E-05,3.28E-05,0.005447598,2.77E-05,3.25E-05,2.23E-05,2.25E-05,2.38E-05,3.01E-05,1.30E-05,1.22E-05,11699,23398.512,,34201.138,-0.0066097,0.0066097,15840.84,15927.37
20140129,0.000137433,0.000139514,-0.011396971,8.88E-05,0.00014737,7.54E-05,7.67E-05,7.89E-05,9.20E-05,0.000105031,5.41E-05,11690,23398.548,,34201.112,0.013788282,0,15927.08,15746.59
20140130,4.74E-05,5.54E-05,0.006574277,3.85E-05,4.63E-05,3.42E-05,3.11E-05,3.75E-05,2.69E-05,1.47E-05,1.63E-05,11698,23398.527,,34201.132,-0.011015004,0.010394854,15743.03,15846.87
20140131,0.000196099,0.000166996,-0.009284353,9.52E-05,0.000242761,8.10E-05,8.20E-05,6.06E-05,5.27E-05,0.000165968,5.87E-05,11700,23398.549,,34201.11,0.014596916,0,15847.19,15700.74
20140203,7.46E-05,7.14E-05,-0.020701163,6.34E-05,7.63E-05,6.54E-05,8.27E-05,5.97E-05,5.69E-05,5.60E-05,4.89E-05,11701,23399.962,,34201.207,0.022687166,0.000690946,15697.69,15376.07
20140204,6.10E-05,6.71E-05,0.004576147,5.81E-05,5.57E-05,6.01E-05,5.93E-05,5.60E-05,5.12E-05,2.52E-05,2.64E-05,11701,23399.999,,34201.175,-0.008121719,0.0070602,15372.93,15443.44
20140205,8.50E-05,7.90E-05,4.14E-05,8.20E-05,5.10E-05,7.03E-05,8.77E-05,7.32E-05,6.11E-05,3.92E-05,3.66E-05,11700,23398.497,,34201.167,-0.008924453,0.002277402,15443,15443.64
20140206,4.15E-05,3.08E-05,0.011781658,2.26E-05,4.87E-05,1.87E-05,2.19E-05,1.60E-05,2.09E-05,5.39E-06,4.66E-06,11701,23399.881,,34201.277,-0.012170026,0.012116282,15443.83,15626.86
20140207,3.49E-05,3.59E-05,0.010084838,3.10E-05,4.42E-05,2.91E-05,3.30E-05,3.08E-05,2.53E-05,9.68E-06,1.27E-05,11693,23399.997,,34201.13,-0.011009517,0.010682541,15630.64,15789.07
20140210,1.10E-05,1.50E-05,0.000345649,1.15E-05,8.71E-06,9.37E-06,8.59E-06,1.08E-05,1.60E-05,6.89E-06,5.82E-06,11698,23399.985,,34201.153,-0.004282246,0.000479825,15793.63,15799.09
20140211,2.60E-05,2.01E-05,0.011847284,1.99E-05,2.35E-05,2.04E-05,1.52E-05,1.52E-05,1.83E-05,4.64E-06,4.34E-06,11698,23398.559,,34201.113,-0.014061548,0.014012826,15804.17,15992.52
20140212,2.25E-05,1.91E-05,-0.001897624,1.89E-05,1.81E-05,1.76E-05,2.46E-05,1.70E-05,1.61E-05,1.30E-05,1.10E-05,11699,23399.96,,34201.21,0.006745463,0.002717488,15993.04,15962.72
20140213,3.66E-05,3.88E-05,0.004848704,2.23E-05,3.55E-05,2.34E-05,1.18E-05,1.49E-05,1.65E-05,2.36E-05,8.12E-06,11700,23399.974,,34201.198,-0.011041212,0.005776228,15946.99,16024.5
20140214,1.74E-05,1.61E-05,0.008447756,1.56E-05,1.21E-05,1.44E-05,2.07E-05,1.68E-05,1.23E-05,6.23E-06,4.70E-06,11700,23398.371,,34201.229,-0.011825663,0.009782759,16018.08,16153.97
20140217,,,,,,,,,,,,,,,,,,,
20140218,1.59E-05,1.58E-05,-0.001497967,1.54E-05,1.12E-05,1.31E-05,1.45E-05,1.31E-05,1.27E-05,1.01E-05,9.62E-06,11701,23399.94,,34201.216,0.003736096,0.000826699,16153.97,16129.79
20140219,3.95E-05,4.34E-05,-0.005198831,4.29E-05,4.05E-05,4.71E-05,3.34E-05,3.55E-05,3.04E-05,2.28E-05,2.64E-05,11691,23398.524,,34201.139,0.01203212,0.006150499,16126.23,16042.61
20140220,3.12E-05,3.20E-05,0.005353334,3.05E-05,3.23E-05,2.64E-05,2.77E-05,2.59E-05,2.39E-05,1.06E-05,1.19E-05,11700,23398.519,,34201.141,-0.009640021,0.007296236,16044.15,16130.27
20140221,2.13E-05,1.92E-05,-0.002043495,2.14E-05,2.43E-05,2.41E-05,2.12E-05,1.98E-05,1.56E-05,1.03E-05,1.11E-05,11697,23399.937,,34201.229,0.006078248,0.00346451,16135.92,16102.98
20140224,3.90E-05,2.85E-05,0.006341068,3.07E-05,4.84E-05,2.92E-05,2.95E-05,2.52E-05,1.55E-05,1.07E-05,8.30E-06,11700,23398.509,,34201.145,-0.012207306,0.012207306,16102.27,16204.7
20140225,4.21E-05,3.87E-05,-0.001614152,3.71E-05,3.38E-05,3.36E-05,3.27E-05,2.94E-05,2.73E-05,2.20E-05,2.11E-05,11679,23398.538,,34201.131,-0.006605272,0.002890802,16207.34,16181.2
20140226,3.10E-05,3.65E-05,0.001271721,2.99E-05,3.04E-05,2.94E-05,2.18E-05,2.67E-05,2.31E-05,1.64E-05,1.59E-05,11700,23398.501,,34201.132,0.005954682,0.004439353,16180.36,16200.95
20140227,3.13E-05,3.10E-05,0.004663845,2.94E-05,2.32E-05,2.35E-05,2.50E-05,2.73E-05,2.33E-05,1.56E-05,1.27E-05,11678,23399.911,,34201.227,-0.007181538,0.004839576,16197.7,16273.42
20140228,3.81E-05,3.86E-05,0.00306537,3.85E-05,4.06E-05,4.04E-05,3.26E-05,3.44E-05,3.33E-05,1.95E-05,1.73E-05,11701,23399.969,,34201.205,0.010596868,0.007695882,16273.23,16323.19
20140303,0.000106117,9.82E-05,-0.009549975,5.85E-05,8.35E-05,4.44E-05,5.37E-05,4.32E-05,6.08E-05,8.64E-05,3.95E-05,11690,23398.524,,34201.147,0.015464162,0,16321.71,16166.58
20140304,0.000129839,0.000103222,0.013721104,4.54E-05,0.000125478,2.65E-05,1.55E-05,1.52E-05,4.06E-05,6.80E-06,7.33E-06,11667,23398.55,,34201.114,-0.015353424,0.015353424,16169.32,16392.71
20140305,1.55E-05,1.67E-05,-0.001912674,1.36E-05,8.25E-06,1.01E-05,1.45E-05,1.17E-05,1.29E-05,9.49E-06,7.57E-06,11675,23399.997,,34201.222,0.003822235,0.000650562,16395.88,16364.55
20140306,1.52E-05,1.47E-05,0.00402902,1.01E-05,1.94E-05,9.73E-06,1.25E-05,9.25E-06,8.77E-06,3.37E-06,3.53E-06,11700,23398.498,,34201.152,-0.005462251,0.005462251,16360.56,16426.61
20140307,3.01E-05,4.25E-05,0.001562294,2.77E-05,2.95E-05,2.50E-05,2.64E-05,2.59E-05,2.93E-05,1.43E-05,1.63E-05,11687,23398.519,,34201.148,0.006493956,0.004929827,16424.53,16450.21
20140310,2.28E-05,2.57E-05,-0.002057046,1.93E-05,2.29E-05,1.80E-05,1.72E-05,1.56E-05,2.16E-05,1.43E-05,1.04E-05,11691,23399.967,,34201.208,0.00725284,0,16453.1,16419.29
20140311,2.27E-05,2.76E-05,-0.004079717,2.55E-05,1.88E-05,2.57E-05,1.97E-05,2.28E-05,1.97E-05,1.31E-05,1.58E-05,11695,23399.975,,34201.203,0.008245155,0.00249029,16419.39,16352.54
20140312,3.86E-05,3.90E-05,-0.000740305,2.69E-05,3.33E-05,2.20E-05,2.75E-05,2.38E-05,2.45E-05,2.57E-05,1.31E-05,11692,23399.958,,34201.201,-0.006419071,0.000860145,16350.67,16338.57
20140313,4.93E-05,4.16E-05,-0.014242194,4.14E-05,5.25E-05,3.97E-05,4.55E-05,3.79E-05,3.81E-05,3.30E-05,2.97E-05,11697,23399.929,,34201.23,0.019759227,0.003879489,16341.55,16110.46
20140314,4.06E-05,4.26E-05,-0.002368333,3.93E-05,3.76E-05,3.85E-05,3.91E-05,3.65E-05,3.27E-05,2.00E-05,1.77E-05,11675,23398.534,,34201.128,0.007330211,0.003639763,16106.32,16068.22
20140317,6.97E-05,5.27E-05,0.010928238,3.96E-05,0.000112589,4.20E-05,5.12E-05,3.19E-05,2.40E-05,8.61E-06,9.15E-06,11667,23399.948,,34201.209,-0.012615551,0.012615551,16066.37,16242.91
20140318,2.05E-05,2.02E-05,0.005465793,1.67E-05,2.30E-05,1.84E-05,2.02E-05,1.49E-05,1.56E-05,6.03E-06,5.93E-06,11671,23398.505,,34201.159,-0.00760431,0.00760431,16245.93,16334.97
20140319,6.01E-05,6.54E-05,-0.007082567,7.18E-05,8.24E-05,8.13E-05,3.23E-05,6.32E-05,5.48E-05,5.18E-05,5.80E-05,11675,23398.505,,34201.143,0.014591385,0.001688736,16335.71,16220.42
20140320,4.00E-05,3.01E-05,0.006748852,3.52E-05,4.70E-05,4.22E-05,3.15E-05,3.39E-05,2.14E-05,1.29E-05,1.00E-05,11690,23398.503,,34201.146,-0.011911819,0.00810418,16221.98,16331.83
20140321,6.90E-05,5.46E-05,-0.002095542,4.87E-05,7.00E-05,3.81E-05,5.41E-05,4.16E-05,3.84E-05,2.37E-05,2.23E-05,11682,23398.508,,34201.154,0.01011758,0.007548877,16332.69,16298.5
20140324,4.61E-05,4.46E-05,-0.001596658,3.65E-05,4.31E-05,3.90E-05,2.88E-05,3.00E-05,3.85E-05,2.15E-05,2.05E-05,11701,23399.935,,34201.187,0.010120938,0.004725899,16303.28,16277.27
20140325,7.58E-05,6.73E-05,0.005534682,3.63E-05,5.76E-05,2.80E-05,3.51E-05,2.82E-05,2.81E-05,1.08E-05,1.20E-05,11700,23398.557,,34201.138,-0.007830825,0.007830825,16279.2,16369.55
20140326,4.86E-05,5.61E-05,-0.006092787,3.34E-05,5.02E-05,3.38E-05,3.01E-05,2.81E-05,3.71E-05,1.90E-05,2.12E-05,11694,23398.487,,34201.153,0.011916925,0.005806316,16370.71,16271.27
20140327,4.97E-05,4.50E-05,-0.000302468,4.47E-05,4.96E-05,4.12E-05,5.22E-05,3.80E-05,3.88E-05,2.57E-05,2.55E-05,11691,23398.508,,34201.166,-0.006718451,0.001981603,16268.67,16263.75
20140328,4.80E-05,3.41E-05,0.003345809,3.55E-05,6.40E-05,4.05E-05,3.25E-05,2.72E-05,2.30E-05,1.08E-05,1.10E-05,11693,23398.5,,34201.177,-0.009001172,0.009001172,16267.77,16322.29
20140331,5.96E-05,4.45E-05,0.008200065,2.69E-05,7.10E-05,2.26E-05,2.38E-05,1.55E-05,2.12E-05,7.49E-06,6.83E-06,11686,23398.52,,34201.183,-0.009549206,0.009549206,16324.22,16458.63
20140401,2.64E-05,2.37E-05,0.004448093,1.61E-05,1.99E-05,1.38E-05,1.59E-05,1.16E-05,1.51E-05,6.40E-06,6.03E-06,11700,23398.518,,34201.137,-0.006548727,0.006521384,16458.05,16531.42
20140402,1.20E-05,1.10E-05,0.002440043,1.07E-05,1.33E-05,1.05E-05,1.04E-05,1.01E-05,1.17E-05,5.25E-06,4.53E-06,11691,23399.994,,34201.221,-0.004930695,0.00334471,16532.8,16573.19
20140403,1.28E-05,1.39E-05,-0.00025588,1.10E-05,1.30E-05,1.03E-05,1.02E-05,9.65E-06,1.09E-05,6.04E-06,6.21E-06,11700,23399.968,,34201.21,0.004620953,0.001916417,16572.36,16568.12
