20160119,0.000212176,0.00026918
20160120,0.000418662,-0.013828606
20160121,0.000257385,0.006971704
20160122,0.00016069,0.010764598
20160125,5.90E-05,-0.012282909
20160126,0.000125641,0.017177932
20160127,0.000235397,-0.013878633
20160128,0.000208659,0.006675546
20160129,6.77E-05,0.022140536
20160201,0.000129149,-0.000578763
20160202,0.00013483,-0.016300007
20160203,0.000235202,0.009244065
20160204,0.000173226,0.005245358
20160205,0.000125054,-0.013148597
20160208,0.000216491,-0.007316992
20160209,0.000233596,0.000825006
20160210,0.000119921,-0.007615791
20160211,0.000361002,-0.015383973
20160212,7.15E-05,0.017632112
20160215,,
20160216,8.80E-05,0.01109644
20160217,5.95E-05,0.01424631
20160218,3.57E-05,-0.004350693
20160219,6.44E-05,-0.001403096
20160222,8.45E-05,0.012078097
20160223,4.97E-05,-0.010798359
20160224,0.000207845,0.00397107
20160225,6.48E-05,0.011633207
20160226,6.16E-05,-0.004503114
20160229,4.69E-05,-0.007446733
20160301,5.55E-05,0.018814178
20160302,4.33E-05,0.002650306
20160303,3.04E-05,0.002774292
20160304,3.32E-05,0.003568132
20160307,4.10E-05,0.0046744
20160308,5.89E-05,-0.005122575
20160309,5.55E-05,0.001659281
20160310,0.000109027,-0.000634681
20160311,7.82E-05,0.011389498
20160314,1.97E-05,0.001219074
20160315,3.94E-05,0.001946742
20160316,5.77E-05,0.00474081
20160317,2.46E-05,0.009181581
20160318,3.07E-05,0.006439199
20160321,1.72E-05,0.001870936
20160322,2.06E-05,-0.00094007
20160323,2.32E-05,-0.004847761
20160324,3.47E-05,0.001799889
20160325,,
20160328,1.79E-05,0.000544754
20160329,3.64E-05,0.00701088
20160330,4.17E-05,0.003733033
20160331,1.51E-05,-0.001642233
20160401,5.10E-05,0.007509495
20160404,1.93E-05,-0.00353445
20160405,5.62E-05,-0.006431054
20160406,3.37E-05,0.006303135
20160407,6.61E-05,-0.008085848
20160408,4.66E-05,0.001293922
20160411,4.77E-05,-0.001637255
20160412,4.02E-05,0.008507169
20160413,4.56E-05,0.009339812
20160414,1.57E-05,0.00063456
20160415,6.19E-06,-0.001754863
20160418,1.87E-05,0.006288667
20160419,2.18E-05,0.00239607
20160420,1.56E-05,0.002202508
20160421,2.49E-05,-0.005920378
20160422,2.50E-05,0.001111417
20160425,2.83E-05,-0.000632185
20160426,2.02E-05,0
20160427,3.14E-05,0.002770642
20160428,5.74E-05,-0.010373259
20160429,5.21E-05,-0.002003343
20160502,2.61E-05,0.006006516
20160503,6.31E-05,-0.00664965
20160504,4.19E-05,-0.004685326
20160505,2.95E-05,-0.000228734
20160506,4.43E-05,0.005075961
20160509,2.19E-05,-0.002158003
20160510,3.63E-05,0.01135537
20160511,3.25E-05,-0.011552588
20160512,5.06E-05,0.000165882
20160513,3.52E-05,-0.010000651
20160516,2.24E-05,0.010157142
20160517,4.01E-05,-0.009863494
20160518,9.93E-05,0.001339576
20160519,7.06E-05,-0.004583359
20160520,2.50E-05,0.003508712
20160523,1.24E-05,-0.000534214
20160524,3.89E-05,0.010180135
20160525,2.11E-05,0.006327805
20160526,1.22E-05,-0.001827025
20160527,8.65E-06,0.002440525
20160530,,
20160531,1.84E-05,-0.006142967
20160601,3.58E-05,0.001872132
20160602,2.52E-05,0.002579719
20160603,3.13E-05,0.000400486
20160606,1.64E-05,0.005234321
20160607,1.29E-05,0.00034338
20160608,1.71E-05,0.004081575
20160609,1.31E-05,0.00092556
20160610,3.42E-05,-0.003981981
20160613,2.69E-05,-0.005450457
20160614,3.72E-05,-0.001931198
20160615,2.23E-05,-0.003266238
20160616,5.90E-05,0.007496446
20160617,2.75E-05,-0.003349568
20160620,0.000106068,0.003936006
20160621,2.22E-05,1.35E-05
20160622,2.51E-05,-0.002932067
20160623,4.02E-05,0.009157615
20160624,0.000766877,-0.030832152
20160627,0.000129075,-0.012420078
20160628,7.19E-05,0.012571234
20160629,5.84E-05,0.013393506
20160630,3.30E-05,0.012224024
